Transcript	DataBase.x	ProteinCode.x	ProteinName.x	DataBase.y	ProteinCode.y	ProteinName.y
TRINITY_DN45622_c1_g1_i6	sp	Q99087	LDLR1_XENLA	NA	NA	NA
TRINITY_DN45622_c1_g1_i7	sp	Q99087	LDLR1_XENLA	NA	NA	NA
TRINITY_DN45622_c1_g1_i8	sp	Q99087	LDLR1_XENLA	NA	NA	NA
TRINITY_DN45626_c0_g1_i1	sp	Q8I335	GUF1_PLAF7	NA	NA	NA
TRINITY_DN45630_c0_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN45632_c0_g1_i1	sp	Q8TAW3	ZN671_HUMAN	NA	NA	NA
TRINITY_DN45635_c0_g1_i1	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN45635_c0_g1_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN45638_c0_g2_i1	sp	Q4FZQ0	YF1BB_XENLA	NA	NA	NA
TRINITY_DN4564_c0_g1_i1	sp	Q52KB5	ZBT24_DANRE	NA	NA	NA
TRINITY_DN4564_c0_g2_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4564_c0_g3_i1	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN4564_c0_g4_i1	sp	P18729	ZG57_XENLA	sp	P18729	ZG57_XENLA
TRINITY_DN4564_c0_g5_i1	sp	Q5MCW4	ZN569_HUMAN	NA	NA	NA
TRINITY_DN4564_c1_g1_i1	sp	A6NP11	ZN716_HUMAN	NA	NA	NA
TRINITY_DN4564_c10_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN4564_c12_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4564_c2_g1_i1	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN4564_c2_g2_i3	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN4564_c3_g1_i7	sp	Q9UJW8	ZN180_HUMAN	NA	NA	NA
TRINITY_DN4564_c3_g1_i8	sp	Q9UJW8	ZN180_HUMAN	NA	NA	NA
TRINITY_DN4564_c3_g1_i9	sp	Q9UJW8	ZN180_HUMAN	NA	NA	NA
TRINITY_DN4564_c6_g1_i1	sp	Q8BV42	ZN786_MOUSE	NA	NA	NA
TRINITY_DN4564_c8_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN45643_c0_g1_i1	sp	Q9Y5T4	DJC15_HUMAN	NA	NA	NA
TRINITY_DN45644_c0_g1_i1	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN45644_c0_g1_i2	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN45644_c0_g1_i3	sp	A0JNB1	ZN227_BOVIN	NA	NA	NA
TRINITY_DN45644_c0_g1_i4	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN45644_c2_g1_i1	sp	Q2EI21	RESTA_XENLA	NA	NA	NA
TRINITY_DN4565_c0_g1_i1	sp	Q8BY71	HAT1_MOUSE	NA	NA	NA
TRINITY_DN4565_c0_g1_i3	sp	Q8BY71	HAT1_MOUSE	NA	NA	NA
TRINITY_DN45654_c2_g1_i1	sp	Q9CXL1	TM50A_MOUSE	NA	NA	NA
TRINITY_DN45663_c0_g1_i1	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN45664_c0_g1_i2	sp	Q9V9N4	CLAMP_DROME	NA	NA	NA
TRINITY_DN45664_c0_g2_i1	sp	Q9V9N4	CLAMP_DROME	NA	NA	NA
TRINITY_DN45664_c1_g1_i1	sp	P08045	XFIN_XENLA	NA	NA	NA
TRINITY_DN4567_c0_g1_i1	sp	Q4V348	Z658B_HUMAN	NA	NA	NA
TRINITY_DN4567_c0_g1_i13	sp	Q4V348	Z658B_HUMAN	NA	NA	NA
TRINITY_DN4567_c0_g1_i14	sp	P18724	ZG49_XENLA	NA	NA	NA
TRINITY_DN45672_c0_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN45682_c0_g2_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN45682_c1_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN45682_c1_g2_i2	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN45682_c2_g1_i1	sp	P18737	ZG8_XENLA	NA	NA	NA
TRINITY_DN45682_c3_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN45684_c0_g1_i1	sp	Q25464	FP2_MYTGA	NA	NA	NA
TRINITY_DN45684_c0_g1_i5	sp	Q25464	FP2_MYTGA	NA	NA	NA
TRINITY_DN45688_c0_g1_i2	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN45693_c0_g1_i1	sp	P35072	TCB1_CAEBR	NA	NA	NA
TRINITY_DN45695_c0_g1_i1	sp	Q02386	ZNF45_HUMAN	NA	NA	NA
TRINITY_DN45699_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN45704_c0_g1_i3	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN45704_c0_g1_i6	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN45704_c0_g1_i7	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN45704_c0_g2_i1	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN45708_c0_g1_i1	sp	P41183	BCL6_MOUSE	NA	NA	NA
TRINITY_DN45712_c0_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN45712_c0_g2_i1	sp	Q15776	ZKSC8_HUMAN	NA	NA	NA
TRINITY_DN45712_c1_g3_i1	sp	P17141	ZFP37_MOUSE	NA	NA	NA
TRINITY_DN45720_c0_g1_i22	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45720_c0_g1_i23	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45720_c0_g1_i28	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45720_c0_g1_i33	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45720_c0_g1_i35	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45720_c0_g1_i4	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45720_c0_g1_i7	sp	G5ED00	ZIG8_CAEEL	NA	NA	NA
TRINITY_DN45721_c0_g1_i11	sp	Q5F371	SBNO1_CHICK	NA	NA	NA
TRINITY_DN45721_c0_g1_i12	sp	Q5F371	SBNO1_CHICK	NA	NA	NA
TRINITY_DN45721_c0_g1_i2	sp	Q5F371	SBNO1_CHICK	NA	NA	NA
TRINITY_DN45727_c0_g1_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN45727_c0_g1_i3	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN45728_c0_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN4573_c0_g1_i1	sp	P27393	CO4A2_ASCSU	sp	Q8CQD9	PLS_STAES
TRINITY_DN4573_c0_g1_i2	sp	P17140	CO4A2_CAEEL	sp	Q8CQD9	PLS_STAES
TRINITY_DN45731_c0_g1_i1	sp	P18749	ZO6_XENLA	NA	NA	NA
TRINITY_DN45731_c0_g2_i1	sp	Q8BXX2	ZBT49_MOUSE	NA	NA	NA
TRINITY_DN45731_c1_g1_i1	sp	Q96CK0	ZN653_HUMAN	NA	NA	NA
TRINITY_DN4574_c0_g1_i11	sp	A7MBS7	THS7A_DANRE	NA	NA	NA
TRINITY_DN4574_c0_g1_i12	sp	Q9UPZ6	THS7A_HUMAN	NA	NA	NA
TRINITY_DN4574_c0_g1_i17	sp	Q9UPZ6	THS7A_HUMAN	NA	NA	NA
TRINITY_DN4574_c0_g1_i44	sp	A7MBS7	THS7A_DANRE	NA	NA	NA
TRINITY_DN4574_c0_g1_i5	sp	Q9UPZ6	THS7A_HUMAN	NA	NA	NA
TRINITY_DN4574_c0_g1_i8	sp	Q9UPZ6	THS7A_HUMAN	NA	NA	NA
TRINITY_DN45745_c0_g1_i1	sp	Q96IR2	ZN845_HUMAN	NA	NA	NA
TRINITY_DN45746_c0_g1_i1	sp	Q99P25	TXIP1_MOUSE	NA	NA	NA
TRINITY_DN45752_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN45752_c0_g1_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN45752_c0_g2_i1	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN45753_c0_g1_i2	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN45762_c0_g1_i1	sp	Q9HCX4	TRPC7_HUMAN	NA	NA	NA
TRINITY_DN45780_c0_g1_i1	sp	P18146	EGR1_HUMAN	NA	NA	NA
TRINITY_DN45799_c0_g1_i1	sp	P08478	AMDA_XENLA	NA	NA	NA
TRINITY_DN458_c10_g1_i1	sp	Q8R3D1	TBC13_MOUSE	NA	NA	NA
TRINITY_DN4580_c0_g2_i1	sp	Q3U9N9	MOT10_MOUSE	NA	NA	NA
TRINITY_DN4580_c0_g2_i2	sp	A1L1W9	MOT10_DANRE	NA	NA	NA
TRINITY_DN4580_c0_g2_i3	sp	Q3U9N9	MOT10_MOUSE	NA	NA	NA
TRINITY_DN4580_c0_g2_i4	sp	Q3U9N9	MOT10_MOUSE	NA	NA	NA
TRINITY_DN45803_c0_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN45804_c0_g1_i1	sp	Q8WWQ8	STAB2_HUMAN	NA	NA	NA
TRINITY_DN45804_c0_g1_i3	sp	Q9NY15	STAB1_HUMAN	NA	NA	NA
TRINITY_DN4581_c0_g1_i1	sp	P35789	ZNF93_HUMAN	NA	NA	NA
TRINITY_DN45818_c3_g1_i2	sp	Q689D1	TLR2_CANLF	NA	NA	NA
TRINITY_DN45830_c0_g1_i1	sp	P0C0T2	ANKS6_RAT	NA	NA	NA
TRINITY_DN45831_c2_g2_i1	sp	Q7SVK7	POL_MLVBM	NA	NA	NA
TRINITY_DN4585_c0_g1_i1	sp	Q5U239	TM145_XENLA	NA	NA	NA
TRINITY_DN4585_c2_g1_i1	sp	Q6DFB8	TTC37_XENLA	NA	NA	NA
TRINITY_DN45852_c0_g1_i1	sp	P49430	THAS_RAT	NA	NA	NA
TRINITY_DN45857_c0_g1_i1	sp	Q6NUB3	S22AF_XENLA	NA	NA	NA
TRINITY_DN4586_c0_g1_i1	sp	O08623	SQSTM_RAT	NA	NA	NA
TRINITY_DN4586_c0_g1_i3	sp	O08623	SQSTM_RAT	NA	NA	NA
TRINITY_DN45863_c0_g1_i1	sp	Q503F2	BARX1_DANRE	NA	NA	NA
TRINITY_DN45867_c0_g1_i1	sp	A9UQN0	CCD42_MONBE	NA	NA	NA
TRINITY_DN45867_c0_g1_i2	sp	A9UQN0	CCD42_MONBE	NA	NA	NA
TRINITY_DN4587_c0_g1_i1	sp	A2RSY6	TRM1L_MOUSE	NA	NA	NA
TRINITY_DN4588_c0_g1_i1	sp	Q9CWY4	GEMI7_MOUSE	NA	NA	NA
TRINITY_DN4588_c0_g1_i2	sp	Q9CWY4	GEMI7_MOUSE	NA	NA	NA
TRINITY_DN4588_c0_g1_i3	sp	Q9CWY4	GEMI7_MOUSE	NA	NA	NA
TRINITY_DN4588_c0_g1_i4	sp	Q9CWY4	GEMI7_MOUSE	NA	NA	NA
TRINITY_DN4588_c0_g1_i5	sp	Q9CWY4	GEMI7_MOUSE	NA	NA	NA
TRINITY_DN4588_c0_g1_i6	sp	Q9CWY4	GEMI7_MOUSE	NA	NA	NA
TRINITY_DN45891_c0_g1_i1	sp	Q5ZII9	TFP11_CHICK	NA	NA	NA
TRINITY_DN45895_c0_g1_i1	sp	Q3TYE7	TLCD5_MOUSE	NA	NA	NA
TRINITY_DN45895_c0_g1_i2	sp	Q3TYE7	TLCD5_MOUSE	NA	NA	NA
TRINITY_DN45895_c0_g1_i4	sp	Q3TYE7	TLCD5_MOUSE	NA	NA	NA
TRINITY_DN45895_c0_g1_i6	sp	Q3TYE7	TLCD5_MOUSE	NA	NA	NA
TRINITY_DN45895_c0_g1_i7	sp	Q3TYE7	TLCD5_MOUSE	NA	NA	NA
TRINITY_DN459_c0_g1_i2	sp	Q9UKX7	NUP50_HUMAN	NA	NA	NA
TRINITY_DN459_c0_g1_i5	sp	Q9UKX7	NUP50_HUMAN	NA	NA	NA
TRINITY_DN459_c0_g1_i9	sp	Q9UKX7	NUP50_HUMAN	NA	NA	NA
TRINITY_DN459_c0_g2_i2	sp	Q3ZCU0	GVQW3_HUMAN	NA	NA	NA
TRINITY_DN459_c0_g2_i3	sp	Q3ZCU0	GVQW3_HUMAN	NA	NA	NA
TRINITY_DN4590_c0_g2_i1	sp	P58421	FZD5_XENLA	NA	NA	NA
TRINITY_DN45911_c0_g1_i2	sp	Q6AZW1	KISHB_DANRE	NA	NA	NA
TRINITY_DN45911_c0_g1_i3	sp	Q6AZW1	KISHB_DANRE	NA	NA	NA
TRINITY_DN45911_c0_g1_i4	sp	Q6AZW1	KISHB_DANRE	NA	NA	NA
TRINITY_DN45911_c0_g2_i1	sp	Q99N89	RM43_MOUSE	NA	NA	NA
TRINITY_DN45913_c0_g1_i1	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN45945_c0_g1_i3	sp	B4DU55	ZN879_HUMAN	NA	NA	NA
TRINITY_DN45945_c1_g1_i1	sp	Q13360	ZN177_HUMAN	NA	NA	NA
TRINITY_DN4595_c0_g2_i1	sp	Q99741	CDC6_HUMAN	NA	NA	NA
TRINITY_DN45957_c0_g1_i2	sp	O54990	PROM1_MOUSE	NA	NA	NA
TRINITY_DN45957_c0_g1_i8	sp	O54990	PROM1_MOUSE	NA	NA	NA
TRINITY_DN4596_c0_g1_i1	sp	Q6PCB7	S27A1_HUMAN	NA	NA	NA
TRINITY_DN4596_c0_g1_i2	sp	Q6PCB7	S27A1_HUMAN	NA	NA	NA
TRINITY_DN4597_c0_g1_i1	sp	P81117	NUCB2_MOUSE	NA	NA	NA
TRINITY_DN4597_c2_g2_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN4597_c2_g3_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN4597_c4_g1_i1	sp	C3ZQF9	QRFPR_BRAFL	NA	NA	NA
TRINITY_DN4598_c0_g1_i1	sp	Q5ZI03	CIR1_CHICK	NA	NA	NA
TRINITY_DN4598_c0_g1_i2	sp	Q5ZI03	CIR1_CHICK	NA	NA	NA
TRINITY_DN45985_c0_g1_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN45987_c0_g2_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN45989_c5_g2_i1	sp	D4A7V9	E2AK4_RAT	NA	NA	NA
TRINITY_DN4599_c0_g1_i1	sp	A2A761	ZFP69_MOUSE	NA	NA	NA
TRINITY_DN4599_c0_g2_i1	sp	Q3ZCT1	ZN260_HUMAN	NA	NA	NA
TRINITY_DN4599_c0_g3_i1	sp	P18724	ZG49_XENLA	NA	NA	NA
TRINITY_DN4599_c0_g4_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN4599_c1_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN4599_c1_g2_i1	sp	Q2M218	ZN630_HUMAN	NA	NA	NA
TRINITY_DN4599_c1_g2_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN4599_c1_g3_i1	sp	Q3MJ62	ZSC23_HUMAN	NA	NA	NA
TRINITY_DN4599_c1_g4_i1	sp	Q8BQN6	OZF_MOUSE	NA	NA	NA
TRINITY_DN4599_c1_g5_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN4599_c2_g1_i1	sp	Q5TYW1	ZN658_HUMAN	NA	NA	NA
TRINITY_DN4599_c5_g1_i1	sp	Q80W31	ZN569_MOUSE	NA	NA	NA
TRINITY_DN4599_c6_g1_i1	sp	P18737	ZG8_XENLA	NA	NA	NA
TRINITY_DN4599_c9_g1_i1	sp	Q8BQN6	OZF_MOUSE	NA	NA	NA
TRINITY_DN45998_c0_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN45998_c1_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN45998_c2_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN45998_c3_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN46_c0_g1_i3	sp	Q5ZM39	BCL6_CHICK	NA	NA	NA
TRINITY_DN46_c4_g1_i1	sp	Q5R4S3	RM42_PONAB	NA	NA	NA
TRINITY_DN4600_c0_g2_i2	sp	P21613	KINH_DORPE	NA	NA	NA
TRINITY_DN4600_c0_g3_i1	sp	P21613	KINH_DORPE	NA	NA	NA
TRINITY_DN46010_c0_g1_i1	sp	Q68EA5	ZNF57_HUMAN	NA	NA	NA
TRINITY_DN4602_c0_g1_i12	sp	Q7RX33	EGT1_NEUCR	NA	NA	NA
TRINITY_DN4602_c0_g1_i8	sp	Q7RX33	EGT1_NEUCR	NA	NA	NA
TRINITY_DN4602_c1_g1_i1	sp	Q99315	YG31B_YEAST	sp	Q7LHG5	YI31B_YEAST
TRINITY_DN46028_c6_g1_i1	sp	Q8IVV2	LOXH1_HUMAN	NA	NA	NA
TRINITY_DN4603_c0_g1_i3	sp	Q6B4J5	EXSA_BACCE	NA	NA	NA
TRINITY_DN46035_c0_g1_i1	sp	Q53H47	SETMR_HUMAN	NA	NA	NA
TRINITY_DN46043_c1_g1_i1	sp	Q5ZIH9	CC174_CHICK	sp	Q5ZIH9	CC174_CHICK
TRINITY_DN46048_c0_g2_i1	sp	Q8IX29	FBX16_HUMAN	NA	NA	NA
TRINITY_DN46048_c0_g2_i3	sp	Q8IX29	FBX16_HUMAN	NA	NA	NA
TRINITY_DN46048_c0_g2_i4	sp	Q8IX29	FBX16_HUMAN	NA	NA	NA
TRINITY_DN46048_c0_g2_i5	sp	Q8IX29	FBX16_HUMAN	NA	NA	NA
TRINITY_DN46057_c0_g1_i1	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN46057_c0_g1_i2	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN46064_c1_g1_i1	sp	Q9WVJ2	PSD13_MOUSE	NA	NA	NA
TRINITY_DN4607_c0_g1_i2	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN4607_c0_g1_i3	sp	Q9NYT6	ZN226_HUMAN	NA	NA	NA
TRINITY_DN4607_c0_g1_i4	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN4607_c0_g1_i5	sp	Q9V9N4	CLAMP_DROME	NA	NA	NA
TRINITY_DN46074_c0_g1_i1	sp	P41183	BCL6_MOUSE	NA	NA	NA
TRINITY_DN4608_c0_g1_i3	sp	Q68CP4	HGNAT_HUMAN	NA	NA	NA
TRINITY_DN4608_c0_g1_i4	sp	Q68CP4	HGNAT_HUMAN	NA	NA	NA
TRINITY_DN4608_c1_g2_i1	sp	D4A3U0	GPR22_RAT	NA	NA	NA
TRINITY_DN4608_c2_g1_i2	sp	Q9CXF4	TBC15_MOUSE	NA	NA	NA
TRINITY_DN4608_c3_g1_i2	sp	P16376	7UP2_DROME	NA	NA	NA
TRINITY_DN4609_c0_g1_i2	sp	Q9ESR9	ABCA2_RAT	NA	NA	NA
TRINITY_DN4609_c0_g1_i5	sp	Q9ESR9	ABCA2_RAT	NA	NA	NA
TRINITY_DN4610_c0_g1_i1	sp	Q28BU7	COXM2_XENTR	NA	NA	NA
TRINITY_DN46105_c0_g4_i1	sp	P58875	S14L2_BOVIN	NA	NA	NA
TRINITY_DN46111_c0_g1_i1	sp	Q6DRC3	CF298_DANRE	NA	NA	NA
TRINITY_DN46111_c0_g1_i2	sp	Q6DRC3	CF298_DANRE	NA	NA	NA
TRINITY_DN46112_c0_g1_i1	sp	A8WHP3	SC5A9_DANRE	NA	NA	NA
TRINITY_DN46112_c0_g1_i14	sp	P53792	SC5A2_RAT	NA	NA	NA
TRINITY_DN46112_c0_g1_i2	sp	Q28728	SC5AB_RABIT	NA	NA	NA
TRINITY_DN46112_c0_g1_i20	sp	A8WHP3	SC5A9_DANRE	NA	NA	NA
TRINITY_DN46112_c0_g1_i23	sp	P31639	SC5A2_HUMAN	NA	NA	NA
TRINITY_DN46128_c0_g1_i1	sp	Q8I7P9	POL5_DROME	NA	NA	NA
TRINITY_DN46128_c0_g3_i1	sp	P0CT43	TF28_SCHPO	NA	NA	NA
TRINITY_DN46128_c0_g4_i2	sp	P0CT39	TF26_SCHPO	sp	P0CT39	TF26_SCHPO
TRINITY_DN46128_c0_g5_i1	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN4614_c0_g1_i1	sp	P22570	ADRO_HUMAN	NA	NA	NA
TRINITY_DN4614_c0_g1_i2	sp	Q61578	ADRO_MOUSE	NA	NA	NA
TRINITY_DN4614_c0_g1_i3	sp	Q61578	ADRO_MOUSE	NA	NA	NA
TRINITY_DN46154_c0_g3_i1	sp	O86236	Y132A_HAEIN	NA	NA	NA
TRINITY_DN46157_c0_g2_i2	sp	Q7Z5P9	MUC19_HUMAN	NA	NA	NA
TRINITY_DN4617_c0_g2_i2	sp	Q99542	MMP19_HUMAN	NA	NA	NA
TRINITY_DN4617_c0_g3_i1	sp	P91953	HE_HEMPU	NA	NA	NA
TRINITY_DN4617_c1_g1_i13	sp	A0A338P6K9	QSER1_MOUSE	NA	NA	NA
TRINITY_DN4617_c1_g1_i14	sp	A0A338P6K9	QSER1_MOUSE	NA	NA	NA
TRINITY_DN46180_c0_g2_i10	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46180_c0_g2_i13	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46180_c0_g2_i14	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46180_c0_g2_i15	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46180_c0_g2_i17	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46180_c0_g2_i8	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46180_c0_g2_i9	sp	P49914	MTHFS_HUMAN	NA	NA	NA
TRINITY_DN46192_c0_g1_i1	sp	Q8WUS8	D42E1_HUMAN	NA	NA	NA
TRINITY_DN46192_c0_g1_i2	sp	Q8WUS8	D42E1_HUMAN	NA	NA	NA
TRINITY_DN46197_c0_g1_i1	sp	Q5PQS3	MELT_RAT	NA	NA	NA
TRINITY_DN462_c2_g1_i1	sp	Q2KIR7	GLYAT_BOVIN	NA	NA	NA
TRINITY_DN462_c2_g1_i3	sp	Q2KIR7	GLYAT_BOVIN	NA	NA	NA
TRINITY_DN462_c2_g1_i6	sp	Q2KIR7	GLYAT_BOVIN	NA	NA	NA
TRINITY_DN4621_c0_g2_i1	sp	Q8N143	BCL6B_HUMAN	NA	NA	NA
TRINITY_DN4621_c0_g3_i4	sp	Q8N8E2	ZN513_HUMAN	NA	NA	NA
TRINITY_DN4621_c0_g3_i5	sp	P18146	EGR1_HUMAN	NA	NA	NA
TRINITY_DN4621_c1_g1_i2	sp	Q9C0F3	ZN436_HUMAN	NA	NA	NA
TRINITY_DN4621_c1_g2_i1	sp	Q8N8E2	ZN513_HUMAN	NA	NA	NA
TRINITY_DN4621_c1_g2_i3	sp	Q6PD29	ZN513_MOUSE	NA	NA	NA
TRINITY_DN4621_c1_g3_i1	sp	P07247	KRUP_DROME	NA	NA	NA
TRINITY_DN4621_c5_g1_i1	sp	P41182	BCL6_HUMAN	NA	NA	NA
TRINITY_DN4621_c6_g1_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN4621_c7_g1_i1	sp	Q9BSG1	ZNF2_HUMAN	NA	NA	NA
TRINITY_DN4622_c0_g1_i1	sp	Q3TT38	ILRUN_MOUSE	NA	NA	NA
TRINITY_DN46239_c1_g1_i1	sp	P10401	POLY_DROME	NA	NA	NA
TRINITY_DN4624_c0_g1_i3	sp	M4DUF2	ASO_BRARP	NA	NA	NA
TRINITY_DN4624_c0_g1_i4	sp	Q96WM9	LAC2_BOTFU	NA	NA	NA
TRINITY_DN46240_c0_g1_i2	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN46246_c0_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46261_c0_g1_i1	sp	C8YR32	LOXH1_MOUSE	NA	NA	NA
TRINITY_DN46261_c0_g1_i2	sp	Q8IVV2	LOXH1_HUMAN	NA	NA	NA
TRINITY_DN46261_c0_g1_i3	sp	C8YR32	LOXH1_MOUSE	NA	NA	NA
TRINITY_DN46272_c0_g1_i1	sp	Q9UGM3	DMBT1_HUMAN	NA	NA	NA
TRINITY_DN46275_c0_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46275_c0_g1_i3	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46275_c1_g1_i1	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46279_c0_g1_i1	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN46279_c0_g2_i1	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN46279_c0_g3_i2	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN46279_c0_g3_i3	sp	Q5R5Y7	ZN436_PONAB	sp	Q14584	ZN266_HUMAN
TRINITY_DN46282_c0_g1_i10	sp	Q8NEE6	FXL13_HUMAN	NA	NA	NA
TRINITY_DN46282_c0_g1_i5	sp	Q8NEE6	FXL13_HUMAN	NA	NA	NA
TRINITY_DN46285_c0_g1_i2	sp	P03934	TC1A_CAEEL	NA	NA	NA
TRINITY_DN46285_c0_g2_i1	sp	Q04202	TCB2_CAEBR	NA	NA	NA
TRINITY_DN46285_c0_g3_i1	sp	P03934	TC1A_CAEEL	NA	NA	NA
TRINITY_DN46288_c0_g1_i1	sp	Q8BPP0	ZN436_MOUSE	NA	NA	NA
TRINITY_DN46288_c1_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN46288_c1_g1_i3	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN46288_c1_g2_i1	sp	Q9EQB9	ZN287_MOUSE	NA	NA	NA
TRINITY_DN4629_c0_g1_i1	sp	Q2HWU2	PDIA1_MACFU	NA	NA	NA
TRINITY_DN46293_c0_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN46293_c0_g1_i6	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN46293_c0_g1_i7	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN46293_c4_g2_i1	sp	Q8BXX2	ZBT49_MOUSE	NA	NA	NA
TRINITY_DN4630_c0_g1_i1	sp	P12812	P40_SCHMA	NA	NA	NA
